text;expected_sentiment
Coffee was nice and fresh. Was a little bitter for my taste.;neutral
Tastes as expected, and product quality was good.  Price is too expensive compared to local grocery store.;neutral
Not so great gum. Good for like 5 minutes tops. Surely, someone can crack the code for Stevia gum;neutral
Spinach & Kale are listed last - These Chips are Mainly Masa Corn & Allergic to Corn  )-:;neutral
Flavor fades quickly, and I find its use for dry mouth only fair.  Trident and Stride seem to work better and flavors last much longer.;neutral
I wish this were a chunky sauce. It is pretty unchunky and so it makes me feel like it has less veges than I wanted. I can just add my own veges to a cheaper sauce and have it be much much better.;neutral
A bit too salty, and has sour aftertaste which I don't like.;neutral
This is not worth the price increase.  It's ok, but not for an excessive amount of money.;neutral
being VEGAN have something taste like Chickens not good - soup is ok;neutral
This is still a good product, but not great. They changed the formula recently and I don't like the texture as much. But it's still pretty awesome since it's so allergy friendly!;neutral
Exceptionally fragrant but really nothing great. Just like every other run of the mill panettone.;neutral
Pretty much on salty side with little flavor.  They are good but will not buy again.;neutral
I bought this for my husband who dearly loves ravioli (original) but he was not thrilled with this. I tried it too, it wasn't bad, but it tasted to me like it might have had some itlian sausage mixed in.;neutral
Not as fresh as I anticipated, but very good indeed.;neutral
Dont really like the taste of this chocolate Brownie flavor. The Iced oatmeal cookie is much better. Even my Co-workers love it.;neutral
The Pears taste good but when I open the bag the fumes are horrible. I've got no idea what it is but I wish they could do something about it. Very strange.;neutral
too much sugar, stopped eating it because of that;neutral
Soup is good, but the container are what I would call waterproof which is something you want if it contains your soup.;neutral
Too expensive for this amount as it is usual for small packaging. I found a larger bag with dried seaweed mix (3.52-ounce) with different colors of seaweed. It is very easy to make your own dressing.;neutral
Not fair for me to rate this. I do not drink the stronger coffees but purchased to serve to others and have not done so yet.;neutral
Overall a puny flavor even for an herbal tea.  Slight apple flavor and slight tart flavor but no real evidence of cranberry flavor.  Is disappointing.  .;neutral
The flavor of these is great. Unfortunately more than half of the pops arrived broken into several pieces. Would've been 5 stars if they were intact;neutral
lots of popcorn kernels fully popped. When applying butter afterwards, it almost disappears. Nice flavor, full puffs, better eaten dry;neutral
I hate to say it, but they tasted old as if they sat on the self for quite awhile. Other than that they were good. I would not buy in huge bulk like me.;neutral
Ordered the sea salt version by mistake... oh well... my bad.  Found the salty taste not to my liking.;neutral
Okay but I don't think I would purchase again since I like other brands more.;neutral
The popcorn it's self was okay.  the seasoning was awful!;neutral
Meh.  Definitely a variety of flavors, but not that many that I enjoyed.;neutral
What can I say, its salad dressing.;neutral
I was hoping for more of a oatmeal raisin walnut cookie flavor. These are just straight oatmeal raisin walnut. With walnut being the dominant flavor.;neutral
The apple ones tasted fine but the pears and bananas were not good at all. My daughter wouldnt even eat them.;neutral
it looks just like the picture.  Bought it for internal use.  I ad half a tsp to 40 oz of water.  Sealed well, but would prefer more info about the product.  I would def buy it again for cleaning.;neutral
The mac and cheese is fine, but the portion is very small and expensive for what you actually get. Kinda dry, too. I'll stick with the regular packages.;neutral
I normally eat Shin ramen, but decided too try Ottogi ramen for a change of pace. It is okay, but I prefer the taste of Shin ramen over this one. Both are hot, but the shin just seems to have a better flavor.;neutral
"Watch out. You may think this has no carbs. Very not true. It is less than other pastas but if you are doing low carbs....skip this..
If you are just lowering carb intake, this tasts great.";neutral
Had an acidic taste to me. It did ok at flavoring things, but I didn't think it was sweet enough. I wouldn't buy again.;neutral
"Good :waker-upper!"".....but not enough hazelnut flavor for me, so I mix with another Hazelnut brand & its perfect for a sluggish day! Love the pods better than k-cups!";neutral
I thought I would be wow'ed by this tea - it is good but not a wow - still, we will drink it - good for us!;neutral
Expected a little more bang for the buck.;neutral
Not quite as good as when they were USA made.  They are a little dry;neutral
Nut were good, but not enough for the price.;neutral
We prefer Bewley's but this doesn't suck.  Bewley's has more flavor IMHO.;neutral
Not like an energy drink buzz. Not really great flavor, but I like Choice products in general and they have an awesome Oolong;neutral
Did not care for the taste and smell of these. I have used another brand before and they did not have a smell or chemical taste. It still cleaned my teeth but I could only use 2 before I gave up on them.;neutral
mint wasn't strong enough, for me at least;neutral
A tasty bar and I like it. It is sweet,handy and easy to eat. However I believe it will put pounds on me which would be detrimental. If weight is no concern buy it.;neutral
Typical American licorice.  Lots of chopped pieces in the container.  Did not seem up to Red Vine standards.  Why can't we get good American made licorice anymore???????;neutral
Ok, but hardly worth the money. Taste is great. Not sure it provides much of a boost, thought;neutral
It was ok. I think I prefer brewing regular coffee and adding pumpkin spice creamer instead. I like San Francisco Bay's coffee's, they are all very good.;neutral
"Okay but would rather make from ""scratch""..
  Convenient.";neutral
Well, everybody knows what Jello stands for. The instant puddings are not the best, but you don't have to cook them. And there you have it.;neutral
bought it to help me with sleep, but I don't think it does anything. I have been taking nightly. The package came leaking a little bit too.;neutral
"Better than I expected and I couldn't be happier. Delicious and recommended.

Update- Second bag was stale and chewy. Hard to review when the quality is so inconsistent.";neutral
This is just OK... not a very strong sweet taste.  I find that about four packs of xylitol equal one pack of stevia.;neutral
Not that tasty. Filling though and they hold their shape nicely.;neutral
Not much to say about Lipton tea. It's basic and cheap, but if you're a tea lover, there are much better teas out there.;neutral
Box busted open large water setting on top of chips;neutral
great taste and texture but too much will give you gas.;neutral
I received my product exactly one stated I did not think the product was that good I thought it was a waste of money The Taste was terrible;neutral
This is just okay. I find it messy and hard to deal with. I prefer a more buttery taste too. Not sure how to get that. I think buying this stuff separate would be more preferable to me.;neutral
"I wish the packets were bigger. I guess I should have figured it out from the product dimensions listed here, but ah well.

I just wish they provided more chocolates for the price we're paying.";neutral
way too small for my liking.  had to add multiple packets;neutral
not quite as good a taste as the hawaiin brand. but a good snack. couldn't find locally in store.;neutral
It looks okey, and takes five days to receive it...I'll use it soon and hope it can work well..;neutral
It's OK, but not enough to make me a repeat customer. Still looking for that outstanding jerky.;neutral
Tried it in a smoothie and it was not good.;neutral
Good coke but not worth the time and money to order shipped;neutral
Many of these chips are light and crispy, but several in every bag have a soft, chewy texture like they are old. Jackson's Honest Sweet Potato Chips have a good flavor and just the right amount of sea salt.;neutral
NutterButter cookies used to be better.  The cookie part is good, but the filling has changed somehow and doesn't taste good.;neutral
Overall this candy has a pretty good licorice flavor but, the texture it oily and rubbery. Don't think I will buy it again.;neutral
Decent gum, but odd minty flavor.  I'm not a fan of the flavor.  It is hard convincing my patient's to chew it.;neutral
Is too runny, and jars are not even full !!!!!!;neutral
the product itself is healthy. but it is so dense that I nearly choked on it a number of times. Although the taste is excellent, it is almost dangerous to eat.;neutral
I purchased these cookies for my wife. She is an Oreo cookie aficionado. She thought the cookies were okay, not great.;neutral
Didn't like the really small packages - since I love chocolate so much, it would take 2 or 3 of these small packages to satisfy my chocolate craving, went thru the package rather quickly.;neutral
I have no complaints about the peanut butter (though I am not a big fan of their chunky), and I like the honey infused version, but it's just okay in my opinion. Not spectacular, not awful, just ok.;neutral
Went with the name and low price.  Coffee is mediocre with a slight muddy taste.  Great delivery service.;neutral
Product was excellent but the weight should have been stated.  Price is very high for the weight when compared to others right here on this web site.;neutral
These flavored my slow cooked pot roast, but I personally found them to be a bit strong.  Next time, I will not add the whole container without tasting first.;neutral
It's gross, but all protein powder is gross, sooo..... 3 stars!;neutral
I have tried other products that would pop every single kernel in my air popper- this one left a LOT of kernels behind, which is an issue when you are over 30 & actually have dental work.;neutral
decent enough product. A little too hard and crunchy for me. Hurt my mouth to chew them and the flavor is a little too pungent for me. But, if you like heavy flax flavor and you've got good teeth...go for it!;neutral
to crispy and cut the malitol for Splenda;neutral
overpriced IMHO.  I didn't grok the amount of weed here from the ounces listed.  The local Korean store sells 4 times as much for the same price.  My error in not reading and understanding .;neutral
I only really liked one of the flavors and the plain ones. 2 of the flavors were very mild.;neutral
These nuts leave my mouth and throat dry.  The chocolate coating is so thin, it's more of a dusting of cocoa powder.  They still taste good, but I'll buy regular almonds and a bar of chocolate next time.;neutral
I like good coffee and this coffee is just OK. Nothing wrong here but I do not put this coffee in the same league as Starbucks or other first grade coffee. I'll drink the bag but would not order again.;neutral
Not bad, but unless you have Celac what's the point?;neutral
Clumpy and hard to dissolve.  I think it was that way when I got it, and maybe it absorbed some additional moisture from the air, but it's difficult to dissolve this product in water.;neutral
No different than the stuff at my grocery.;neutral
They are hoooottttt but they don't really have a distinctive flavor. Well, except potato.;neutral
not our favorite of the DaVinci Sugar free line but it was good;neutral
feels cheap.  It only works when you point it directly at the receiver.  It's an ok replacement but definitely not as good as the original.;neutral
It had the right texture, but not the right taste. Halva is not made with corn syrup. ;neutral
Outrageously expensive and not that much better than other rice chips. I hope the price will fall into line.;neutral
"Prefer other brands to this for flavor-very ""bland flavor.";neutral
They taste ok--a little dry. Understand, though, they are not the size of an English muffin--more like the size of a cookie and are packaged like Little Debbie cakes. Definitely not worth the cost.;neutral
Bought these on the advise of a friend.  They are harder than shredded wheat!!  OK, if you like that sort of thing.;neutral
I like it but think it's very pricy;neutral
Way too sweet for me. But the flavor is nice. But really sweet. Comes with three pouches of two each.;neutral
At first I did not like these but after I got used to the fishy taste which overwhelmed me the first time I tried them, I found that I like them, I think that I will buy more.;neutral
I would be fine cooking with this but I don't think I'll drink it out of a glass.  I might try a lower fat version, it could be that I'm just not used to the butterfat.;neutral
taste ok but got alot of shell pieces in them, i even found a piece of wood.;neutral
good sticks, I am just coming down from a cold, that might be altering my taste a little. Not my favorite flavored teriyaki sticks but they're still good.;neutral
When I got my Cacao butter it had melted and was one big blob in the package!!!!!;neutral
They were old and did not taste the same as the ones purchased at the grocery store. They did not seem fresh.;neutral
"I will say the product was a bit of a let down, it does not have the flavor it states.
The delivery and customer service was great!";neutral
My last order was delicious! This one tastes slightly rancid to me. The expiration date is next year... will let the seller know;neutral
This crystallized ginger is just ok.  It's a bit too grainy/root textured and has too much sugar coating.  I've had better but this was effective at alleviating some 1st trimester morning sickness.;neutral
The taste is average.  The protein content seems higher than some competitiors.  Other flavors are better.;neutral
"These walnuts are better for cooking or added to oatmeal.  Eating them alone may be difficult for many people because of the ""earthy"" smell.";neutral
Unfortunately the pastries arrived stale... so they tasted off and they pastry was crumbly.;neutral
Overall, okay coffee...found that bulk beans tasted better....especially for the price and savings:);neutral
These are okay to pretty good, but not great.  My favorite crystallized ginger is by Penzey's spices, but it's 4 or 5 times as expensive as this.  Some pieces are very good, but others are pretty stringy.;neutral
but once you put them in something it is gone, so the are great for cooking but not if you want to put them on a salad or something like that.;neutral
So so. I was looking for an alternative to the Jasmine tea from Peet's Coffee, but this wasn't it. Oh well.;neutral
Decent coffee, smooth with rich flavor.  Medium bodied.  Not acidic or harsh.;neutral
"Made ""chile"" from the recipe on bag. Fair result, not a vegetarian, but trying new things out. No big deal.";neutral
"It taste good but the packet is very small and it is hard to get the harden Almond Butter out.
Not worth the money when you have to fight to get the butter to come out.";neutral
It is a pretty strong, nearly bitter dark chocolate. I will be trying it in recipes as eating it straight is a bit of a challenge.;neutral
Super small package. Barely makes 3 standard size pancakes. Best for eating by yourself or have eggs and bacon on the side to share these.;neutral
It's a bit to sweet for my taste though.  I like a bit less sweetness and there is no way to avoid it in this blend.;neutral
No peppermint flavor. Tastes more like burnt coffee. No chocolate flavor either. I'll just drink reg coffee inssteaqd of this.;neutral
"Meat was good, and delivery good, but price was for ""Gold"", not meat !!";neutral
Tastier now that they've added vanilla.;neutral
The package arrived with the lid cracked open.  The product itself is good. But the packaging was not.;neutral
I've only tried one so far but it writes green, not black.;neutral
It was alright, but to me has a weird aftertaste I didn't quite enjoy. Like a sweet, weird herb flavor of some sort, that just didn't go along with the turkey.;neutral
"pecans are great for baking and eating just so; unfortuately I thought these were salted and I was wrong; NOT SALTED.";neutral
Although I like a strong wintergreen flavor, this one is ok.  I don't like the strong peppermint flavors and this one isn't as intense as those.;neutral
Tasty and conveniently packaged, but was grainy compared to other brands.;neutral
just ok..they taste a little too artificially flavored for me..Dont know why they couldn't make them more naturally like with real sugar and salt..;neutral
I have never had Noni, neither fresh nor powder. This one tastes like dirt, so I use small amounts in my smoothies. Hopefully it still contains the nutrients the original fruit should have.;neutral
These cookies are good with coffee but a little pricey. Trader Joes seem to be a little too proud of their stuff!;neutral
Nothing special kinda like a dull orange flavor;neutral
These aren't bad, but they seem to always get smashed in delivery for us.;neutral
Great bean for nachos and enchiladas, consistent flavor;neutral
The matcha was high quality as advertised with no bitterness or astringency. I did receive the item in poor condition as the can was dented. That is the reason why I rated three stars.;neutral
They are ok...But I was looking for a thicker noodle.;neutral
Used for cold brew, didn't try with traditional coffee brewing. Not bold enough;neutral
Doesn't taste like Boston Cream. Their Chocolate Donut flavor is better. It didn't taste bad, but not the creaminess of a Boston Cream.;neutral
they tasted good, but we had an allergy to the berries.;neutral
I like my coffee stronger.  I didn't like the taste much;neutral
I was somewhat disappointed...some of the flavor were pretty good while other not so good...the 2 fruit flavors, I ended up throwing 1/2 the bag away of both..;neutral
This was fine but I was expecting a darker syrup, this seemed to be light;neutral
Its candy.  It tastes like candy.,,,  just a little stale.;neutral
The product is excellent. What I don't like is that the price increases gradually  Not cool;neutral
I got three instead of the four because for some reason one bottle for busted.;neutral
My daughter had given me a jar of this once and loved it in a bloody Mary. Had to mix it 1/2 and with 1/2 straight tomato juice. A bit pricey.;neutral
Tastes a little like dark roast than I thought it would.  It was just okay.;neutral
No as good as I had expected, the reason is wonderful!;neutral
Enjoyed it but without much enthusiasm.  I think there are better tasting coffee than this.;neutral
I found the prices at Keurig.com better than these prices.;neutral
The taste is good but, the seeds are very small.;neutral
Pretty good ones and some pretty average ones.;neutral
Contained caffeine ... so I was disappointed.;neutral
My husbands favorite coffee. It isn't stocked locally in k cups. It's over priced here compared to other k cups, hence the 3 star review.;neutral
Has great ingredients, but tasted quite bland.;neutral
Tastes okay, works well, just has a faint smell of play-doh.  Not as bad as Wilton fondant though.;neutral
They stick together, and the berries size are very small and broken.;neutral
"Many 'nuts' were empty -- no nuts... NUTS!
The plain lightly salted variety was much better and tastier too.";neutral
Good pretzels but came in small pieces.;neutral
okay, got the taste I was looking for.  It doesn't seem so fresh, or maybe it's because it's got too much coating.;neutral
This coffee is okay, but doesn't have the flavor I was hoping for.  I thought it would be like coffee from a donut shop, but it was not nearly as good.;neutral
The tea is very low quality. The leaves are stale, and the result is yellowish, muddy and ashy. Still drinkable, but not suitable to entertain the guests.;neutral
Flavor is what as expected. But god. Be prepared . some are like crunching into rocks.;neutral
It shows in a brown glass bottle but came in a clear plastic bottle.  Probably wouldn't have bought it if I knew it was plastic.;neutral
It was ok.  I don't think I will purchase this brand any more.  I usually really like Hormel products but just not this one.;neutral
I have always loved sour patch kids, but this batch seemed to be dryer then others I have had.;neutral
Don't understand why the Brits love PG tips. I didn't.;neutral
Does not have much of a cheesy flavor.;neutral
Sounds crazy, but they taste better out of the tin.  I do use these for my dry mouth and they refresh and no artificial crap!  I will continue to use, but will only order the tins;neutral
Good Miso, I find if I mix some Red with White Miso, It is a smoother, more authentic Japanese Miso Ramen. That opinion is completely subjective. You may prefer it straight-;neutral
I like this but wish it were of a finer grind.;neutral
"It arrived on time.
so far, I have not tried it yet....still in the package.
If it works out I will let you know.";neutral
I'm not terribly impressed with the flavor of this coffee. It's okay if you are into very subtle flavor but if you like a little stronger flavor in your flavored coffee I'd find another brand.;neutral
Still very edible, but these frozen mini-burgers aren't quite as thick and juicy as I recall from decades past.  Good balance of bread and cheese, and they heat up very well in just one minute of microwaving.;neutral
these took FOREVER to get here.... son can only eat the ones from England or Canada due to his peanut allergy.  They actually taste a little different from the ones here in the US;neutral
Hint of a plastic aftertaste to it. You get that will all of these flavorings, though. I think I most recommend McCormick, but wouldn't actively discourage anyone from purchasing this instead.;neutral
These figs are okay but aren't as big or as white as some others we have purchased.  They are tougher and seem a little on the dry side.  Would rebuy if others that taste better are not available.;neutral
The bag was opened when I received it in the mail.;neutral
Ive ordered quite a few of these mints. If I could use the word old or stale, that would fit this order. Very hard, don't have the same nice chewing experience.;neutral
they are okay. i prefer freeze dried bananas since they have more banana flavor. these are just kind of sweet and chewy without a lot of flavor.;neutral
Opened a can and found very little meat or veggies, mostly liquid! It did taste good but was mostly broth. I hope the other cans have more solid food product and less liquid.;neutral
Tastes like cardboard but got the kids into 'making a pizza.'  However, only a few months before expiration.  Would I buy again? Nah.;neutral
I used it twice, it burned both times. The corn that did pop were very small. I don't think I will be using it much anymore.;neutral
I love the Pure Leaf sweet tea, but was very disappointed in this. I've had raspberry ice tea at restaurants, but this just didn't taste well.;neutral
Twinings tea is SUPERB-this review is for the Chai decaf-I wasn't a fan of this tea due to a taste of black licorice that I felt was overpowering-to each her own though!;neutral
Not as flavorful as I was expecting...;neutral
This wasn't bad for coffee, but the flavor isn't very strong.  If you add enough sweetener, it brings up the flavor, but if you're not a fan of sweet coffee (like me), then it's maybe not the best choice.;neutral
These are good, but I like the other flavors better.;neutral
sausage was good but the cheese wasn't all that good. It would crumble when you tried to cut it. Also didn't care for the flavor of it. Will buy the sausage again but not the cheese.;neutral
great price however, I was not impressed with the texture. It reminded me of a military MRE;neutral
These are very fudgy. I personally like more spongy brownies so I wasn't too crazy about these. Would I buy them again? No, but thats just my personal taste.;neutral
Just OK. I like the Kay's naturals better in individual packs.;neutral
Other brands have less dry berries, but if you use them for cooking or soak them in water they're okay...;neutral
bought them for my son who liked the taste and it was a birthday gift. Saw the Brach's ad and wanted to try a new taste;neutral
I am sure its fine for some folks. Not to my taste.;neutral
Still just tastes like black coffee to me, but another person mentioned that it smelled good. I was hoping for a flavorful coffee, but I still had to add cream and sugar to it.;neutral
Overall, I think it's pretty good but we bought it for our 3 and 1 year old, both of who hate it. I think it tastes as good as other major brands.;neutral
Not quite as much punch as I like in a coffee but if you like medium roast than this is for you;neutral
Not as good as expected. Very little familiar Buffalo taste.;neutral
Fruity flavors, but not really that great. They're a bit bitter and bland, so I was a bit disappointed. I've had better.;neutral
Sweet enough but lacked the licorice flavor. I also ordered the Brach's black jelly eggs and the were much more flavorful. I also preferred the texture of the Brach's better. Not a complete waste though.;neutral
not my best choice of flavours. won't buy it again.;neutral
Product ok, but I can get it cheaper through my food distributer;neutral
Doesn't last long. If you get it, plan to cook it the same day.;neutral
Do not care for this at all. I didn't realize it was instant, and it's too finely ground -- gives it a pasty texture.  Wish I hadn't ordered 2 bags -- pooh.;neutral
Costly but the angel hair is the best I've tried out of several different noodle types.;neutral
I have this product on hand for consumption when my budget is strained. I eat them with a can of green beans. They're okay in a pinch.;neutral
I DID NOT LIKE THE FLAVOR OF THIS TEA. I FOUND IT TO BE BLAND COMPARED TO OTHER TWININGS TEAS;neutral
One cookie is actually two servings.  It is pretty high in calories and sugar and expensive for what you are getting.;neutral
they're okay, they don't taste very  anisey though. After they get eaten im not going to get any more;neutral
I much prefer the regular cream cheese, but it works when needed. Probably best to combine the powder with the real cream cheese.;neutral
As others mentioned, it's not great value for money but as a last minute gift, it did the trick. Comes loosely packaged inside a poly mailer. No box or anything. BEWARE the mango pack is super spicy.;neutral
Good taste and fresh, but overpriced.;neutral
Very yummy product, but tiny little bag. I could go to Costco and get a bag of mixed variety Lindt Lindor for double the price but 20x the amount I got in this tiny bag. Bummed!!!!;neutral
You've really got to not mind the taste of coconut.  You really don't need to use much which is good - but yeah it has a very strong coconut flavor.  I just wish it was organic.;neutral
Taste good if you can get them out of the packaging.  The individually wrapped candies are very difficult to open especially for older hands.;neutral
I felt the Tortilla Stuffers were a bit too spicy for my taste. My younger grandkids did not care for it, but the older ones ate it, and drank a lot of water.;neutral
This stuff is too course. Works better on food if you grind it further....;neutral
didn't see any diff, gave away to friend;neutral
Reasonable flavor for a K cup.  But it is hard to beat the flavor of a real brewed  cup of Kona coffee. Works well in my Real Cup coffee maker.;neutral
pricey and I find I prefer gruyere-asiago-and ricotta salada this was ok but I like gorgonzola much more and cost less;neutral
The grandchildren really enjoyed them;neutral
Not the best tasting Jerky, but made with all natural ingredients;neutral
I don't drink coffee, but I order it for my husband. He likes the taste of this coffee, not too bitter but it tends to clog his Keurig more than other K-Cup brands.;neutral
Dryer/harder than the Viva Labs Goji Berries (my fav brand so far, I've tried 4).  Maybe heat is used in the drying process as some berries taste burnt.;neutral
This cereal is too sweet for my taste.  I usually buy the Special K Red Berries but decided to give this one a try.  But it's too sweet, so back to Red Berries for me.;neutral
Very convenient and pretty good snack.;neutral
Picture on package does not represent quality of product.  The majority of the slices are in small pieces.  Seems as bag was filled with pieces that fell through the sorting screen at the factory.;neutral
not bad, not so great, not strained well. I prefer Kirkland at Costco, better aroma, taste and value.;neutral
I was disappointed with these figs, the taste is alright but the potassium sorbitol I do not like. I mostly use them as a snack.;neutral
My husband loves bold coffee, so I bought this for him.  My sister-in-law also had this coffee for her keurig.  Neither of them care for this coffee, but they will drink if they are out of their other stuff.;neutral
Pretty much like a cheese it with less flavor. A lot if them in the first bag were broken.;neutral
These were sent to me & the use by date is next month. Not enough time for a pack of 9!;neutral
Beans are good quality, but I like a light medium roast and roasted this way the flavor seemed bland even if used more eeans per cup..  I will roast the next a bit darker and see if that helps.;neutral
Some I liked better than others.  Pick the flavor you like and order that one next time;neutral
not a bad brew but the Kahlua flavor is faint so it's just ok. Probably would be great spiced up with some actual Kahlua.;neutral
Not the usual spin on tortilla soup, but a great alternative to high fat and sodium varieties.;neutral
The strawberries were a little more sour than I was wanting. Just not sweet enough for me and adding sugar didn't really help much. Was a little disappointed.;neutral
Not as flavorful as I like.  Seems to be a little bland for my taste  not as strong as I thought it would be.;neutral
Weak flavor and not thick as expected - but worked out well in the crockpot for a pork stew.;neutral
"These taste great - no contest. I got these for my husband instead of the toast-chee crackers; he noted that they're very salty. Sodium almost double.";neutral
I was expecting more of a minty flavor than this tea has.  I will not purchase this again.;neutral
The amount of cookies and the size of them were really good. However, the cookies were very stale;neutral
No better or worse than the other premium short grain rice I can get at the Asian Market.;neutral
its decent. nothing mind blowing...;neutral
Good quality brand, but haven't noticed any increased energy or positive effects after months of use. May help others, but I will not be continuing this as part of my vitamin/supplement routine.;neutral
Found it to be a bit too sweet. A jigger of VO helps a lot.;neutral
Thought caramel would be creamier and more apparent.  Good size bag for price.;neutral
"Flavor: 3 stars, tastes similar to Kraft caramels.
Price: Overpriced, could buy Kraft anywhere for less.
Stickiness: Did not stick to paper yet, but sticks to my teeth.
Summary: OK, but will not buy again.";neutral
If you want your pretzels VERY crisp, these are what you want. They were all busted to pieces upon arrival though. I prefer Snyders GF pretzels.;neutral
Tastes just like the original, but in a tiny jar, very expensive. It was a gift to bring back memories of days gone by.;neutral
It was okay but rather heavy for my liking.;neutral
"Flavor: Peanut Butter Crunch
This flavor is pretty good but to me it's very light on the peanut butter flavor. Wish it had more.";neutral
When it says Spiced Cider they aren't kidding.  It is a little to spicey for my taste, but I gave it to a friend to try.;neutral
Noodle too bland and didn't like noodle texture. Grilled Chicken and Sausage too spicy hot for me. Gave to brother in law loves heat!;neutral
I am not partial to these as I LOVE the drinks better!!;neutral
Not as great as the cinnamon raisin flavor, but something different.;neutral
didn't realize i would get tea with this. i should have read the description better. otherwise the coffees were ok, not great;neutral
As much as I like the bacon flavored salts....not too keen on this....just a regular mayonnaise girl.  Sorry, but not for me.;neutral
Small portion but good flavor. Not too salty which is often an issue and processed food.;neutral
It was ok but I thought a little pricey and I just did not care for the taste. It just was not for me;neutral
The taste was good, but it was not worth the price of the cake. I will not be buying another one.;neutral
split very easily and more pungent smell than other casings I've used in the past;neutral
Unfortunately this has a powdery consistency which does not dissolve in liquids (ie.  Hot Drinks) .  Works fine for cooking.;neutral
I love this snack but I find the packaging absolutely wasteful. When these arrived I ate 6 packs the same day. They are bulky to carry with you, unlike the flat 5 sheet they offer.;neutral
Nice change form the more popular KIND Bars, but not something I would buy too much of.;neutral
this is ok. i don't like red palm oil that much so it may be very good but it gives food i have made with it a very odd taste.;neutral
"I liked the chocolate.
I didn't like the pumpkin spice. it left an after taste.";neutral
My son loves these BUT they are full of caffeine so not a great healthy energy drink.;neutral
I didn't read ad properly and thought I was ordering pure stevia.;neutral
"Doesn't taste as good as the regular ""non-organic"" syrup.";neutral
"It's not as ""wow"" as the toffee Sweet Drops. Everyone here prefers the toffee and I don't know if this is going to get used up until we run out of the toffee.";neutral
these were pretty salty but once you get some of the salt off them they are great.;neutral
These bars are great, but in the package I received, they are all extremely hard and taste stale. The printed sell-by date isn't until May 2018, but these are far from fresh.;neutral
Not very good, has no authentic oriental 5 spice taste, disappointing.;neutral
Not nearly as flavored as expected.  Smells good but lacks a strong flavor, except coffee.;neutral
It works but there are better options that are offered through Amazon;neutral
Good buy but I like a little stronger blend of coffee.;neutral
Ok. Good for the price , although others are inexpensive as well but less salty w milder flavor;neutral
OK, but not my favorite flavor. I prefer the peanut butter/dark chocolate Nature Valley Chewy Granola Protein bars.;neutral
didn't care much for these.  Eight ounces would have way more than enough.;neutral
Not the best 100% kona, but they go on sale a lot, so I get them and mix them with better beans for a decent, but less expensive kona cup.;neutral
Love Vegemite!!! A bit pricy though for the small amount you are actually getting...;neutral
too much like soda pop. Better than Crystal light's orange flavor, though;neutral
Better taste than the brands offered at local grocery store, but pretzel is very hard.  Beware if you have crowns or other breakable dental work.;neutral
Too sweet and the sweetener used is Stevia which leave a bad after taste in your mouth.;neutral
Doesn't taste very chocolaty or caramely to me, but it's good breakfast coffee.;neutral
Lots of broken cookies, but they still are delicious.;neutral
Love it.  Though once or twice when I ordered it I wasn't happy because the expiration date was close by like a month away only;neutral
Not as cruntchy as I thought they would be.  Otherwise, good.;neutral
"Not as dark deep and flavorful as I like
tried ginding the beans differently but still
too mild for me";neutral
It's okay for creamers.  I personnally was not very happy with the mildness of it's flavor but if you are looking for a hint of flavor. This is a good purchase.;neutral
Not the greatest cup of coffee. I'd keep shopping, there are better tasting K cups out there.;neutral
This flavor is a little strong for me. It's okay for occasional drinking but I wouldn't want it everyday.;neutral
pretty good flavor but kind of tastes a little like fake sweetener. I like that it has caffeine, but i can just add instant coffee to my other fave protein for the same effect.;neutral
Its ok, sauce was a little spicy for me;neutral
"It'll do I suppose, but I wasn't a huge fan.
It may be the recipe that my wife used in order to create it but I wasn't blown away by it.
It is definitely not bad, but I probably won't be buying again.";neutral
super hot, but the flavor is just ok. If you leave it in the breakroom fridge, people will complain, but they really shouldn't be stealing your stuff anyway.;neutral
Taking a while to get used to it. Much better than plain water.;neutral
Most of their products are excellent.......these have good flavor but I prefer other candy in their line.  You won't go wrong in ordering these it's just my taste buds.;neutral
I drink a lot of coffee some leave a bad taste in your mouth that's what this does but thin again i don't drink folders just saying.;neutral
"I liked the pickle and spicy pickle but only use them on cottage cheese. I really hated the lime and cannot think of one earthly place I would use it.
So, I'm happy with 2 and the price was ok, so I am happy.";neutral
It's ok but has no flavor and don't think they can slice the bacon any thinner. But it has no Flavor;neutral
Not as good as Creme Savers, but close enough.;neutral
Its pretty good...nothing to really go postal about, average tasting nori. I think I prefer a much thicker nori sheet in order to make avocado+cucumber rolls;neutral
to bricks were opened or i should say air leaked;neutral
Not the good stuff but it is OK for frying/sauting. Not cold pressed? Off taste. Just try tasting it before you use it.;neutral
I think the flavor is good, but it just isn't as strong as I would like. I guess for the price, I cannot expect a hearty brew. If this brand ever gets a stronger blend, I will switch.;neutral
These have a good flavor and serve their purpose but they're a little on the dry side.;neutral
they were OK tasting...not sure if I would purchase them again or not..;neutral
first 2  of 3 orders orders were  so tasty with no graininess  and just perfect, last order of the 3 was grainy and  the taste was not good at all.;neutral
excellent bbq spice, nice quality peanuts.  i would buy these against except for the price and the canola oil.;neutral
There were a bunch of random items in here. Good if you just want to try some odd candy items. Not recommended if you are searching for the more popular items.;neutral
only tastes okay in smoothies, ruins the flavor of anything else. if you want high doses of vit c get sodium ascorbate or aa. Probably won't buy again.;neutral
I love the chips but so far root beer is my fav;neutral
I could do without the tomatoes.  Other than that, great!;neutral
